DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyRelativeHumidity,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindSpeed,Sunrise,Sunset
2022-02-06 12:35:00,16,37,,,41,CLR:00,24.97,10,29,110,7,,
2022-02-06 12:55:00,16,37,,,41,CLR:00,24.97,10,29,140,8,,
2022-02-06 13:15:00,18,39,,,42,CLR:00,24.96,10,31,100,3,,
2022-02-06 13:35:00,16,39,,,39,CLR:00,24.96,10,30,130,6,,
2022-02-06 13:55:00,16,37,,,41,SCT:04 70 SCT:04 80,24.96,10,29,70,6,,
2022-02-06 14:15:00,16,39,,,39,SCT:04 70 SCT:04 80 BKN:07 100,24.96,10,30,100,3,,
2022-02-06 14:35:00,14,39,,,36,SCT:04 60 BKN:07 90,24.95,10,30,120,5,,
2022-02-06 14:55:00,14,39,,,36,BKN:07 70 BKN:07 100,24.95,10,30,100,5,,
2022-02-06 15:15:00,14,39,,,36,SCT:04 65 SCT:04 100,24.95,10,30,170,7,,
2022-02-06 15:35:00,12,37,,,35,CLR:00,24.95,10,28,150,7,,
2022-02-06 15:55:00,12,37,,,35,CLR:00,24.95,10,28,150,7,,
2022-02-06 16:15:00,14,37,,,38,CLR:00,24.95,10,29,150,6,,
2022-02-06 16:35:00,14,37,,,38,CLR:00,24.94,10,29,150,5,,
2022-02-06 16:55:00,12,37,,,35,CLR:00,24.93,10,28,150,6,,
2022-02-06 17:15:00,12,36,,,38,CLR:00,24.93,10,28,160,3,,
2022-02-06 17:35:00,14,34,,,44,CLR:00,24.93,10,27,190,3,,
2022-02-06 17:55:00,14,34,,,44,CLR:00,24.93,10,27,220,3,,
2022-02-06 18:15:00,14,34,,,44,CLR:00,24.93,10,27,0,0,,
2022-02-06 18:35:00,14,32,,,47,CLR:00,24.94,10,26,0,0,,
2022-02-06 18:55:00,14,30,,,51,CLR:00,24.94,10,25,0,0,,
2022-02-06 19:15:00,14,30,,,51,CLR:00,24.95,10,25,300,3,,
2022-02-06 19:35:00,16,30,,,55,CLR:00,24.95,10,25,0,0,,
2022-02-06 19:55:00,16,28,,,59,CLR:00,24.95,10,24,300,3,,
2022-02-06 20:15:00,16,28,,,59,CLR:00,24.96,10,24,0,0,,
2022-02-06 20:35:00,18,28,,,64,CLR:00,24.96,10,24,0,0,,
2022-02-06 20:55:00,16,28,,,59,CLR:00,24.97,10,24,260,5,,
2022-02-06 21:15:00,14,28,,,55,CLR:00,24.96,10,23,230,5,,
2022-02-06 21:35:00,14,28,,,55,CLR:00,24.96,10,23,220,5,,
2022-02-06 21:55:00,14,27,,,59,CLR:00,24.96,10,23,260,3,,
2022-02-06 22:15:00,14,27,,,59,CLR:00,24.96,10,23,230,3,,
2022-02-06 22:35:00,14,27,,,59,CLR:00,24.96,10,23,220,3,,
2022-02-06 22:55:00,12,28,,,51,CLR:00,24.96,10,23,220,5,,
2022-02-06 23:15:00,12,28,,,51,CLR:00,24.96,10,23,240,3,,
2022-02-06 23:35:00,10,30,,,43,CLR:00,24.96,10,23,220,3,,
2022-02-06 23:55:00,10,28,,,47,CLR:00,24.96,10,22,230,6,,
2022-02-06 23:59:00,NaN,NaN,,,NaN,,,,NaN,,NaN,705,1726
2022-02-07 0:15:00,7,34,,,32,CLR:00,24.96,10,25,250,7,,
2022-02-07 0:35:00,5,34,,,29,CLR:00,24.96,10,25,240,7,,
2022-02-07 0:55:00,5,34,,,29,CLR:00,24.96,10,25,240,8,,
2022-02-07 1:15:00,7,34,,,32,CLR:00,24.96,10,25,250,9,,
2022-02-07 1:35:00,5,34,,,29,CLR:00,24.96,10,25,230,7,,
2022-02-07 1:55:00,7,34,,,32,CLR:00,24.96,10,25,230,7,,
2022-02-07 2:15:00,9,34,,,35,CLR:00,24.96,10,26,240,8,,
2022-02-07 2:35:00,9,34,,,35,CLR:00,24.96,10,26,240,10,,
2022-02-07 2:55:00,9,34,,,35,CLR:00,24.96,10,26,230,11,,
2022-02-07 3:15:00,9,34,,,35,CLR:00,24.95,10,26,220,8,,
2022-02-07 3:35:00,9,34,,,35,CLR:00,24.95,10,26,240,7,,
2022-02-07 3:55:00,10,34,,,38,CLR:00,24.95,10,26,230,5,,
2022-02-07 4:15:00,9,32,,,37,CLR:00,24.95,10,24,0,0,,
2022-02-07 4:35:00,9,30,,,40,CLR:00,24.95,10,23,0,0,,
2022-02-07 4:55:00,9,32,,,37,CLR:00,24.96,10,24,300,3,,
2022-02-07 5:15:00,10,30,,,43,CLR:00,24.96,10,23,0,0,,
2022-02-07 5:35:00,9,28,,,43,CLR:00,24.96,10,22,0,0,,
2022-02-07 5:55:00,9,30,,,40,CLR:00,24.96,10,23,0,0,,
2022-02-07 6:15:00,10,28,,,47,CLR:00,24.96,10,22,0,0,,
2022-02-07 6:35:00,10,30,,,43,CLR:00,24.96,10,23,210,6,,
2022-02-07 6:55:00,10,32,,,40,CLR:00,24.96,10,25,220,7,,
2022-02-07 7:15:00,9,32,,,37,CLR:00,24.96,10,24,0,0,,
2022-02-07 7:35:00,10,32,,,40,CLR:00,24.96,10,25,0,0,,
2022-02-07 7:55:00,10,32,,,40,CLR:00,24.96,10,25,0,0,,
2022-02-07 8:15:00,10,32,,,40,CLR:00,24.97,10,25,360,3,,
2022-02-07 8:35:00,10,32,,,40,CLR:00,24.97,10,25,30,3,,
2022-02-07 8:55:00,12,32,,,44,CLR:00,24.96,10,25,0,0,,
2022-02-07 9:15:00,14,34,,,44,CLR:00,24.96,10,27,0,0,,
2022-02-07 9:35:00,14,36,,,41,CLR:00,24.96,10,28,0,0,,
2022-02-07 9:55:00,16,37,,,41,CLR:00,24.96,10,29,0,0,,
2022-02-07 10:15:00,14,41,,,33,CLR:00,24.95,10,31,0,0,,
2022-02-07 10:35:00,16,41,,,36,CLR:00,24.95,10,32,0,0,,
2022-02-07 10:55:00,18,43,,,36,CLR:00,24.94,10,33,0,0,,
2022-02-07 11:15:00,18,45,,,34,CLR:00,24.93,10,34,0,0,,
2022-02-07 11:35:00,18,46,,,32,CLR:00,24.91,10,35,80,3,,
2022-02-07 11:55:00,19,48,,,32,CLR:00,24.91,10,36,130,6,,
2022-02-07 12:15:00,19,50,,,30,CLR:00,24.9,10,37,120,7,,
2022-02-07 12:35:00,18,50,,,28,CLR:00,24.88,10,37,140,5,,
2022-02-07 12:55:00,18,50,,,28,CLR:00,24.88,10,37,40,3,,
2022-02-07 13:15:00,21,46,,,37,CLR:00,24.88,10,36,350,8,,
2022-02-07 13:35:00,23,46,,,40,CLR:00,24.88,10,36,350,8,,
2022-02-07 13:55:00,23,48,,,37,CLR:00,24.87,10,37,340,6,,
2022-02-07 14:15:00,21,48,,,34,CLR:00,24.86,10,37,360,5,,
2022-02-07 14:35:00,21,48,,,34,CLR:00,24.86,10,37,360,3,,
2022-02-07 14:55:00,21,50,,,32,CLR:00,24.86,10,38,10,3,,
2022-02-07 15:15:00,21,50,,,32,CLR:00,24.85,10,38,110,5,,
2022-02-07 15:35:00,19,50,,,30,CLR:00,24.85,10,37,60,5,,
2022-02-07 15:55:00,21,52,,,30,CLR:00,24.84,10,39,90,3,,
2022-02-07 16:15:00,21,50,,,32,CLR:00,24.84,10,38,50,5,,
2022-02-07 16:35:00,23,48,,,37,CLR:00,24.84,10,37,20,6,,
2022-02-07 16:55:00,23,46,,,40,CLR:00,24.84,10,36,0,0,,
2022-02-07 17:15:00,14,46,,,27,CLR:00,24.84,10,34,310,13,,
2022-02-07 17:35:00,10,48,,,21,CLR:00,24.84,10,34,260,10,,
2022-02-07 17:55:00,12,46,,,25,CLR:00,24.82,10,33,240,14,,
2022-02-07 18:15:00,12,46,,,25,CLR:00,24.82,10,33,260,20,,
2022-02-07 18:35:00,12,48,,,23,CLR:00,24.81,10,34,260,21,,
2022-02-07 18:55:00,10,48,,,21,CLR:00,24.81,10,34,260,22,,
2022-02-07 19:15:00,10,46,,,23,CLR:00,24.81,10,33,260,20,,
2022-02-07 19:35:00,9,48,,,20,CLR:00,24.82,10,34,260,20,,
2022-02-07 19:55:00,9,48,,,20,CLR:00,24.82,10,34,260,10,,
2022-02-07 20:15:00,9,48,,,20,CLR:00,24.81,10,34,0,0,,
2022-02-07 20:35:00,12,46,,,25,CLR:00,24.8,10,33,250,15,,
2022-02-07 20:55:00,10,46,,,23,CLR:00,24.8,10,33,210,7,,
2022-02-07 21:15:00,10,45,,,25,CLR:00,24.79,10,32,270,5,,
2022-02-07 21:35:00,10,46,,,23,CLR:00,24.79,10,33,280,13,,
2022-02-07 21:55:00,10,50,,,20,CLR:00,24.78,10,35,280,13,,
2022-02-07 22:15:00,12,48,,,23,CLR:00,24.77,10,34,300,8,,
2022-02-07 22:35:00,12,46,,,25,CLR:00,24.77,10,33,360,8,,
2022-02-07 22:55:00,12,48,,,23,CLR:00,24.76,10,34,350,6,,
2022-02-07 23:15:00,12,43,,,29,CLR:00,24.75,10,32,300,7,,
2022-02-07 23:35:00,12,45,,,27,CLR:00,24.75,10,33,10,9,,
2022-02-07 23:55:00,12,50,,,22,CLR:00,24.75,10,35,VRB,8,,
2022-02-07 23:59:00,NaN,NaN,,,NaN,,,,NaN,,NaN,704,1727
2022-02-08 0:15:00,14,39,,,36,CLR:00,24.75,10,30,290,7,,
2022-02-08 0:35:00,12,48,,,23,CLR:00,24.74,10,34,VRB,10,,
2022-02-08 0:55:00,14,46,,,27,CLR:00,24.75,10,34,270,10,,
2022-02-08 1:15:00,10,46,,,23,CLR:00,24.75,10,33,300,13,,
2022-02-08 1:35:00,10,48,,,21,CLR:00,24.74,10,34,320,8,,
2022-02-08 1:55:00,10,46,,,23,CLR:00,24.73,10,33,350,13,,
2022-02-08 2:15:00,9,46,,,21,CLR:00,24.74,10,33,340,13,,
2022-02-08 2:35:00,9,46,,,21,CLR:00,24.74,10,33,330,9,,
2022-02-08 2:55:00,10,45,,,25,CLR:00,24.73,10,32,360,15,,
2022-02-08 3:15:00,9,45,,,23,CLR:00,24.73,10,32,320,7,,
2022-02-08 3:35:00,9,45,,,23,CLR:00,24.72,10,32,10,3,,
2022-02-08 3:55:00,9,46,,,21,CLR:00,24.73,10,33,350,17,,
2022-02-08 4:15:00,9,48,,,20,CLR:00,24.73,10,34,250,8,,
2022-02-08 4:35:00,9,45,,,23,CLR:00,24.73,10,32,310,7,,
2022-02-08 4:55:00,5,46,,,18,CLR:00,24.74,10,32,VRB,9,,
2022-02-08 5:15:00,9,46,,,21,CLR:00,24.73,10,33,80,6,,
2022-02-08 5:35:00,7,46,,,20,CLR:00,24.75,10,32,220,5,,
2022-02-08 5:55:00,9,45,,,23,CLR:00,24.74,10,32,0,0,,
2022-02-08 6:15:00,7,46,,,20,CLR:00,24.74,10,32,220,5,,
2022-02-08 6:35:00,9,45,,,23,CLR:00,24.74,10,32,VRB,9,,
2022-02-08 6:55:00,9,45,,,23,CLR:00,24.78,10,32,80,5,,
2022-02-08 7:15:00,10,43,,,26,CLR:00,24.78,10,31,50,11,,
2022-02-08 7:35:00,10,45,,,25,CLR:00,24.79,10,32,20,15,,
2022-02-08 7:55:00,9,46,,,21,CLR:00,24.79,10,33,10,13,,
2022-02-08 8:15:00,10,46,,,23,CLR:00,24.81,10,33,120,3,,
2022-02-08 8:35:00,10,46,,,23,CLR:00,24.82,10,33,150,3,,
2022-02-08 8:55:00,10,50,,,20,CLR:00,24.82,10,35,140,6,,
2022-02-08 9:15:00,12,46,,,25,CLR:00,24.83,10,33,100,9,,
2022-02-08 9:35:00,14,46,,,27,CLR:00,24.84,10,34,120,10,,
2022-02-08 9:55:00,14,46,,,27,CLR:00,24.85,10,34,90,14,,
2022-02-08 10:15:00,12,48,,,23,CLR:00,24.85,10,34,80,11,,
2022-02-08 10:35:00,16,48,,,27,CLR:00,24.86,10,35,100,8,,
2022-02-08 10:55:00,18,48,,,29,CLR:00,24.86,10,36,90,9,,
2022-02-08 11:15:00,18,50,,,28,CLR:00,24.86,10,37,0,0,,
2022-02-08 11:35:00,12,50,,,22,CLR:00,24.86,10,35,VRB,18,,
2022-02-08 11:55:00,10,52,,,19,CLR:00,24.86,10,36,280,24,,
2022-02-08 12:15:00,10,52,,,19,CLR:00,24.86,10,36,270,18,,
2022-02-08 12:35:00,10,52,,,19,CLR:00,24.86,10,36,270,20,,
2022-02-08 12:55:00,10,52,,,19,CLR:00,24.86,10,36,260,18,,
2022-02-08 13:15:00,10,52,,,19,CLR:00,24.85,10,36,260,13,,
2022-02-08 13:35:00,10,54,,,18,CLR:00,24.84,10,37,280,10,,
2022-02-08 13:55:00,14,52,,,22,CLR:00,24.83,10,37,50,9,,
2022-02-08 14:15:00,18,52,,,26,CLR:00,24.84,10,38,70,9,,
2022-02-08 14:35:00,19,52,,,28,CLR:00,24.83,10,38,110,6,,
2022-02-08 14:55:00,16,52,,,24,CLR:00,24.82,10,37,90,5,,
2022-02-08 15:15:00,14,52,,,22,CLR:00,24.83,10,37,100,3,,
2022-02-08 15:35:00,14,52,,,22,CLR:00,24.83,10,37,60,3,,
2022-02-08 15:55:00,14,52,,,22,CLR:00,24.82,10,37,110,3,,
2022-02-08 16:15:00,9,50,,,19,CLR:00,24.82,10,35,VRB,10,,
2022-02-08 16:35:00,9,50,,,19,CLR:00,24.81,10,35,320,7,,
2022-02-08 16:55:00,9,50,,,19,CLR:00,24.81,10,35,300,10,,
2022-02-08 17:15:00,5,46,,,18,CLR:00,24.8,10,32,290,7,,
2022-02-08 17:35:00,5,46,,,18,CLR:00,24.81,10,32,290,9,,
2022-02-08 17:55:00,5,46,,,18,CLR:00,24.81,10,32,VRB,10,,
2022-02-08 18:15:00,5,46,,,18,CLR:00,24.81,10,32,260,14,,
2022-02-08 18:35:00,3,45,,,18,CLR:00,24.81,10,31,VRB,11,,
2022-02-08 18:55:00,3,45,,,18,CLR:00,24.81,10,31,230,10,,
2022-02-08 19:15:00,5,45,,,19,CLR:00,24.81,10,31,230,9,,
2022-02-08 19:35:00,5,45,,,19,CLR:00,24.8,10,31,250,5,,
2022-02-08 19:55:00,3,45,,,18,CLR:00,24.79,10,31,250,8,,
2022-02-08 20:15:00,5,45,,,19,CLR:00,24.79,10,31,260,8,,
2022-02-08 20:35:00,3,46,,,17,CLR:00,24.78,10,31,210,9,,
2022-02-08 20:55:00,3,46,,,17,CLR:00,24.77,10,31,220,8,,
2022-02-08 21:15:00,5,46,,,18,CLR:00,24.76,10,32,VRB,8,,
2022-02-08 21:35:00,5,46,,,18,CLR:00,24.75,10,32,250,9,,
2022-02-08 21:55:00,3,46,,,17,CLR:00,24.75,10,31,250,6,,
2022-02-08 22:15:00,5,46,,,18,CLR:00,24.76,10,32,250,5,,
2022-02-08 22:35:00,5,46,,,18,CLR:00,24.77,10,32,0,0,,
2022-02-08 22:55:00,5,46,,,18,CLR:00,24.78,10,32,350,3,,
2022-02-08 23:15:00,5,46,,,18,SCT:04 120,24.78,10,32,240,3,,
2022-02-08 23:35:00,5,46,,,18,SCT:04 120,24.78,10,32,270,10,,
2022-02-08 23:55:00,5,46,,,18,SCT:04 120,24.77,10,32,270,15,,
2022-02-08 23:59:00,NaN,NaN,,,NaN,,,,NaN,,NaN,703,1728
2022-02-09 0:15:00,5,46,,,18,SCT:04 120,24.77,10,32,260,23,,
2022-02-09 0:35:00,5,46,,,18,BKN:07 120,24.77,10,32,270,15,,
2022-02-09 0:55:00,5,46,,,18,SCT:04 120,24.77,10,32,270,20,,
2022-02-09 1:15:00,5,45,,,19,SCT:04 120,24.76,10,31,280,20,,
2022-02-09 1:35:00,5,45,,,19,CLR:00,24.76,10,31,280,17,,
2022-02-09 1:55:00,7,45,,,21,CLR:00,24.77,10,32,270,10,,
2022-02-09 2:15:00,5,45,,,19,CLR:00,24.77,10,31,VRB,13,,
2022-02-09 2:35:00,7,45,,,21,CLR:00,24.76,10,32,270,6,,
2022-02-09 2:55:00,9,43,,,24,CLR:00,24.76,10,31,VRB,11,,
2022-02-09 3:15:00,9,45,,,23,CLR:00,24.77,10,32,280,9,,
2022-02-09 3:35:00,9,45,,,23,CLR:00,24.77,10,32,290,7,,
2022-02-09 3:55:00,9,45,,,23,CLR:00,24.78,10,32,290,7,,
2022-02-09 4:15:00,10,43,,,26,CLR:00,24.78,10,31,360,5,,
2022-02-09 4:35:00,9,43,,,24,CLR:00,24.79,10,31,310,7,,
2022-02-09 4:55:00,10,41,,,28,CLR:00,24.79,10,30,330,9,,
2022-02-09 5:15:00,9,43,,,24,CLR:00,24.79,10,31,330,10,,
2022-02-09 5:35:00,9,43,,,24,CLR:00,24.79,10,31,290,14,,
2022-02-09 5:55:00,9,45,,,23,CLR:00,24.79,10,32,300,14,,
2022-02-09 6:15:00,9,43,,,24,CLR:00,24.79,10,31,300,11,,
2022-02-09 6:35:00,10,37,,,33,CLR:00,24.79,10,28,310,7,,
2022-02-09 6:55:00,12,37,,,35,CLR:00,24.79,10,28,0,0,,
2022-02-09 7:15:00,14,36,,,41,CLR:00,24.79,10,28,180,6,,
2022-02-09 7:35:00,12,37,,,35,CLR:00,24.79,10,28,0,0,,
2022-02-09 7:55:00,16,36,,,44,CLR:00,24.8,10,29,0,0,,
2022-02-09 8:15:00,14,37,,,38,CLR:00,24.8,10,29,40,5,,
2022-02-09 8:35:00,18,37,,,45,CLR:00,24.8,10,30,350,3,,
2022-02-09 8:55:00,18,37,,,45,CLR:00,24.79,10,30,0,0,,
2022-02-09 9:15:00,18,41,,,39,CLR:00,24.79,10,32,20,3,,
2022-02-09 9:35:00,16,45,,,31,CLR:00,24.79,10,34,60,5,,
2022-02-09 9:55:00,16,46,,,29,CLR:00,24.79,10,34,0,0,,
2022-02-09 10:15:00,18,50,,,28,CLR:00,24.77,10,37,150,3,,
2022-02-09 10:35:00,16,52,,,24,CLR:00,24.76,10,37,30,3,,
2022-02-09 10:55:00,18,52,,,26,CLR:00,24.76,10,38,70,7,,
2022-02-09 11:15:00,18,52,,,26,CLR:00,24.76,10,38,340,7,,
2022-02-09 11:35:00,19,54,,,26,CLR:00,24.75,10,39,190,6,,
2022-02-09 11:55:00,19,52,,,28,CLR:00,24.73,10,38,350,3,,
2022-02-09 12:15:00,21,50,,,32,CLR:00,24.73,10,38,350,5,,
2022-02-09 12:35:00,21,50,,,32,CLR:00,24.72,10,38,350,11,,
2022-02-09 12:55:00,21,52,,,30,CLR:00,24.72,10,39,10,9,,
2022-02-09 13:15:00,23,52,,,32,CLR:00,24.71,10,39,360,14,,
2022-02-09 13:35:00,23,50,,,35,CLR:00,24.7,10,38,360,11,,
2022-02-09 13:55:00,25,50,,,37,CLR:00,24.72,10,39,330,11,,
2022-02-09 14:15:00,25,48,,,40,CLR:00,24.72,10,38,350,9,,
2022-02-09 14:35:00,27,48,,,43,CLR:00,24.72,10,39,350,7,,
2022-02-09 14:55:00,27,46,,,46,CLR:00,24.73,10,38,10,13,,
2022-02-09 15:15:00,27,46,,,46,CLR:00,24.73,10,38,360,13,,
2022-02-09 15:35:00,23,48,,,37,CLR:00,24.73,10,37,360,8,,
2022-02-09 15:55:00,25,45,,,46,CLR:00,24.74,10,36,350,11,,
2022-02-09 16:15:00,25,43,,,49,CLR:00,24.74,10,35,350,10,,
2022-02-09 16:35:00,23,43,,,46,CLR:00,24.73,10,35,290,9,,
2022-02-09 16:55:00,25,43,,,49,CLR:00,24.74,10,35,110,7,,
2022-02-09 17:15:00,25,41,,,53,CLR:00,24.74,10,34,0,0,,
2022-02-09 17:35:00,25,41,,,53,CLR:00,24.75,10,34,330,5,,
2022-02-09 17:55:00,25,37,,,60,CLR:00,24.77,10,32,340,6,,
2022-02-09 18:15:00,25,37,,,60,CLR:00,24.79,10,32,330,6,,
2022-02-09 18:35:00,23,37,,,56,CLR:00,24.8,10,31,320,6,,
2022-02-09 18:55:00,23,39,,,52,CLR:00,24.81,10,33,310,7,,
2022-02-09 19:15:00,21,39,,,48,SCT:04 90,24.82,10,32,260,3,,
2022-02-09 19:35:00,21,41,,,45,BKN:07 100,24.82,10,33,250,3,,
2022-02-09 19:55:00,23,39,,,52,OVC:08 110,24.82,10,33,140,5,,
2022-02-09 20:15:00,21,41,,,45,OVC:08 110,24.82,10,33,190,3,,
2022-02-09 20:35:00,19,43,,,39,BKN:07 110,24.82,10,33,250,8,,
2022-02-09 20:55:00,18,45,,,34,OVC:08 110,24.83,10,34,280,10,,
2022-02-09 21:15:00,23,41,,,49,SCT:04 95 OVC:08 110,24.86,10,34,50,13,,
2022-02-09 21:35:00,28,37,,,70,BKN:07 95 OVC:08 110,24.89,10,33,0,0,,
2022-02-09 21:55:00,28,36,,,75,OVC:08 95,24.89,10,33,0,0,,
2022-02-09 22:15:00,28,36,,,75,OVC:08 95,24.89,10,33,250,3,,
2022-02-09 22:35:00,28,36,,,75,SCT:04 60 SCT:04 70 OVC:08 85,24.87,10,33,220,3,,
2022-02-09 22:55:00,28,37,,,70,SCT:04 60 OVC:08 85,24.86,10,33,0,0,,
2022-02-09 23:15:00,28,36,,,75,BKN:07 85,24.86,10,33,0,0,,
2022-02-09 23:35:00,28,36,,,75,SCT:04 85,24.87,10,33,0,0,,
2022-02-09 23:55:00,28,36,,,75,BKN:07 85,24.87,10,33,170,6,,
2022-02-09 23:59:00,NaN,NaN,,,NaN,,,,NaN,,NaN,701,1730
2022-02-10 0:15:00,28,36,,,75,OVC:08 85,24.87,10,33,180,6,,
2022-02-10 0:35:00,28,34,,,81,BKN:07 95,24.86,10,32,210,6,,
2022-02-10 0:55:00,28,34,,,81,BKN:07 95,24.86,10,32,190,5,,
2022-02-10 1:15:00,28,34,,,81,OVC:08 95,24.85,10,32,200,7,,
2022-02-10 1:35:00,27,34,,,75,BKN:07 95,24.85,10,31,180,7,,
2022-02-10 1:55:00,27,34,,,75,SCT:04 95,24.85,10,31,190,6,,
2022-02-10 2:15:00,27,34,,,75,CLR:00,24.83,10,31,180,7,,
2022-02-10 2:35:00,25,32,,,75,CLR:00,24.83,10,29,170,6,,
2022-02-10 2:55:00,25,32,,,75,CLR:00,24.81,10,29,170,5,,
2022-02-10 3:15:00,23,32,,,69,CLR:00,24.81,10,29,0,0,,
2022-02-10 3:35:00,23,32,,,69,CLR:00,24.8,10,29,0,0,,
2022-02-10 3:55:00,27,30,,,86,CLR:00,24.79,10,29,0,0,,
2022-02-10 4:15:00,27,30,,,86,CLR:00,24.8,10,29,0,0,,
2022-02-10 4:35:00,27,30,,,86,CLR:00,24.79,10,29,300,3,,
2022-02-10 4:55:00,27,30,,,86,CLR:00,24.79,10,29,0,0,,
2022-02-10 5:15:00,27,32,,,80,CLR:00,24.79,10,30,0,0,,
2022-02-10 5:35:00,25,30,,,80,CLR:00,24.79,10,28,0,0,,
2022-02-10 5:55:00,25,32,,,75,CLR:00,24.78,10,29,170,3,,
2022-02-10 6:15:00,25,32,,,75,CLR:00,24.77,10,29,180,3,,
2022-02-10 6:35:00,23,32,,,69,CLR:00,24.75,10,29,0,0,,
2022-02-10 6:55:00,21,34,,,60,CLR:00,24.75,10,29,130,3,,
2022-02-10 7:15:00,21,32,,,64,CLR:00,24.74,10,28,0,0,,
2022-02-10 7:35:00,21,36,,,56,CLR:00,24.73,10,30,0,0,,
2022-02-10 7:55:00,21,37,,,52,CLR:00,24.73,10,31,0,0,,
2022-02-10 8:15:00,21,41,,,45,CLR:00,24.72,10,33,150,3,,
2022-02-10 8:35:00,21,43,,,42,CLR:00,24.7,10,34,150,3,,
2022-02-10 8:55:00,19,50,,,30,CLR:00,24.7,10,37,0,0,,
2022-02-10 9:15:00,18,52,,,26,CLR:00,24.69,10,38,260,7,,
2022-02-10 9:35:00,18,52,,,26,CLR:00,24.69,10,38,0,0,,
2022-02-10 9:55:00,19,54,,,26,CLR:00,24.69,10,39,0,0,,
2022-02-10 10:15:00,19,55,,,24,CLR:00,24.68,10,40,290,9,,
2022-02-10 10:35:00,28,48,,,46,CLR:00,24.68,10,39,10,6,,
2022-02-10 10:55:00,28,50,,,43,CLR:00,24.69,10,40,360,7,,
2022-02-10 11:15:00,27,48,,,43,CLR:00,24.69,10,39,360,5,,
2022-02-10 11:35:00,21,54,,,28,CLR:00,24.68,10,40,270,15,,
2022-02-10 11:55:00,21,55,,,26,CLR:00,24.66,10,40,250,10,,
2022-02-10 12:15:00,21,55,,,26,CLR:00,24.63,10,40,230,13,,
2022-02-10 12:35:00,21,57,,,25,CLR:00,24.63,10,41,250,7,,
2022-02-10 12:55:00,23,55,,,28,CLR:00,24.62,10,41,240,11,,
2022-02-10 13:15:00,23,59,,,25,CLR:00,24.63,10,43,280,16,,
2022-02-10 13:35:00,23,61,,,23,CLR:00,24.62,10,44,260,11,,
2022-02-10 13:55:00,23,61,,,23,CLR:00,24.61,10,44,260,14,,
2022-02-10 14:15:00,21,59,,,23,CLR:00,24.59,10,42,290,18,,
2022-02-10 14:35:00,21,59,,,23,CLR:00,24.58,10,42,270,26,,
2022-02-10 14:55:00,21,59,,,23,CLR:00,24.57,10,42,300,22,,
2022-02-10 15:15:00,19,59,,,21,CLR:00,24.56,10,42,280,10,,
2022-02-10 15:35:00,19,59,,,21,CLR:00,24.57,10,42,280,13,,
2022-02-10 15:55:00,21,57,,,25,CLR:00,24.57,10,41,300,18,,
2022-02-10 16:15:00,21,55,,,26,CLR:00,24.58,10,40,310,14,,
2022-02-10 16:35:00,21,55,,,26,CLR:00,24.57,10,40,280,9,,
2022-02-10 16:55:00,21,55,,,26,CLR:00,24.57,10,40,260,13,,
2022-02-10 17:15:00,21,54,,,28,CLR:00,24.57,10,40,240,14,,
2022-02-10 17:35:00,21,52,,,30,CLR:00,24.57,10,39,250,13,,
2022-02-10 17:55:00,21,52,,,30,CLR:00,24.57,10,39,250,13,,
2022-02-10 18:15:00,21,52,,,30,CLR:00,24.56,10,39,200,8,,
2022-02-10 18:35:00,21,52,,,30,CLR:00,24.55,10,39,230,15,,
2022-02-10 18:55:00,21,52,,,30,CLR:00,24.55,10,39,200,8,,
2022-02-10 19:15:00,21,50,,,32,CLR:00,24.55,10,38,200,11,,
2022-02-10 19:35:00,23,50,,,35,CLR:00,24.55,10,38,260,5,,
2022-02-10 19:55:00,21,50,,,32,CLR:00,24.54,10,38,VRB,15,,
2022-02-10 20:15:00,21,50,,,32,CLR:00,24.5,10,38,260,37,,
2022-02-10 20:35:00,21,52,,,30,CLR:00,24.5,10,39,260,34,,
2022-02-10 20:55:00,21,52,,,30,CLR:00,24.52,10,39,270,33,,
2022-02-10 21:15:00,21,50,,,32,CLR:00,24.55,10,38,230,14,,
2022-02-10 21:35:00,19,52,,,28,CLR:00,24.56,10,38,VRB,6,,
2022-02-10 21:55:00,19,50,,,30,CLR:00,24.56,10,37,160,5,,
2022-02-10 22:15:00,19,48,,,32,CLR:00,24.55,10,36,210,7,,
2022-02-10 22:35:00,19,50,,,30,CLR:00,24.55,10,37,220,7,,
2022-02-10 22:55:00,19,48,,,32,CLR:00,24.55,10,36,210,3,,
2022-02-10 23:15:00,18,50,,,28,CLR:00,24.55,10,37,VRB,8,,
2022-02-10 23:35:00,18,50,,,28,CLR:00,24.55,10,37,210,3,,
2022-02-10 23:55:00,18,50,,,28,CLR:00,24.55,10,37,0,0,,
2022-02-10 23:59:00,NaN,NaN,,,NaN,,,,NaN,,NaN,700,1731
2022-02-11 0:15:00,18,48,,,29,CLR:00,24.55,10,36,350,6,,
2022-02-11 0:35:00,18,48,,,29,CLR:00,24.55,10,36,300,10,,
2022-02-11 0:55:00,18,50,,,28,CLR:00,24.54,10,37,290,20,,
2022-02-11 1:15:00,14,52,,,22,CLR:00,24.54,10,37,300,29,,
2022-02-11 1:35:00,14,52,,,22,CLR:00,24.55,10,37,280,29,,
