DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyRelativeHumidity,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset
2022-01-27T19:35:00,18,21,,,86,CLR:00,25.05,10,20,000,,0,,
2022-01-27T19:55:00,16,21,,,80,CLR:00,25.05,10,19,000,,0,,
2022-01-27T20:15:00,14,21,,,74,CLR:00,25.05,10,19,000,,0,,
2022-01-27T20:35:00,14,21,,,74,CLR:00,25.04,10,19,230,,3,,
2022-01-27T20:55:00,14,19,,,79,CLR:00,25.04,10,17,000,,0,,
2022-01-27T21:15:00,12,19,,,73,CLR:00,25.04,10,17,210,,3,,
2022-01-27T21:35:00,12,19,,,73,CLR:00,25.04,10,17,220,,3,,
2022-01-27T21:55:00,12,19,,,73,CLR:00,25.03,10,17,230,,3,,
2022-01-27T22:15:00,12,18,,,79,CLR:00,25.03,10,16,000,,0,,
2022-01-27T22:35:00,14,18,,,86,CLR:00,25.03,10,17,000,,0,,
2022-01-27T22:55:00,12,14,,,92,CLR:00,25.02,10,13,280,,3,,
2022-01-27T23:15:00,12,16,,,86,CLR:00,25.01,10,15,290,,5,,
2022-01-27T23:35:00,12,14,,,92,CLR:00,25.01,10,13,000,,0,,
2022-01-27T23:55:00,12,16,,,86,CLR:00,25.01,10,15,000,,0,,
2022-01-27T23:59:00,NaN,NaN,,,NaN,,,,NaN,,,NaN,0714,1714
2022-01-28T00:15:00,12,14,,,92,CLR:00,25.01,10,13,000,,0,,
2022-01-28T00:35:00,10,14,,,85,CLR:00,25,10,13,210,,5,,
2022-01-28T00:55:00,12,14,,,92,CLR:00,24.99,10,13,180,,5,,
2022-01-28T01:15:00,12,14,,,92,CLR:00,24.99,10,13,250,,3,,
2022-01-28T01:35:00,10,14,,,85,CLR:00,24.99,10,13,000,,0,,
2022-01-28T01:55:00,10,12,,,92,CLR:00,24.99,10,11,210,,3,,
2022-01-28T02:15:00,12,14,,,92,CLR:00,24.99,10,13,000,,0,,
2022-01-28T02:35:00,10,18,,,73,CLR:00,25.01,10,16,000,,0,,
2022-01-28T02:55:00,9,16,,,73,CLR:00,25.01,10,14,000,,0,,
2022-01-28T03:15:00,9,14,,,79,CLR:00,24.99,10,13,260,,9,,
2022-01-28T03:35:00,3,28,,,34,CLR:00,24.98,10,21,260,,10,,
2022-01-28T03:55:00,3,NaN,,,NaN,CLR:00,24.98,10,NaN,030,,6,,
2022-01-28T04:15:00,7,18,,,62,CLR:00,24.99,10,15,040,,3,,
2022-01-28T04:35:00,7,14,,,73,CLR:00,24.99,10,12,000,,0,,
2022-01-28T04:55:00,9,12,,,85,CLR:00,24.99,10,11,350,,7,,
2022-01-28T05:15:00,10,14,,,85,CLR:00,25.01,10,13,360,,5,,
2022-01-28T05:35:00,10,18,,,73,CLR:00,25.01,10,16,000,,0,,
2022-01-28T05:55:00,10,14,,,85,CLR:00,25.01,10,13,000,,0,,
2022-01-28T06:15:00,10,14,,,85,CLR:00,25.02,10,13,000,,0,,
2022-01-28T06:35:00,10,14,,,85,CLR:00,25.03,10,13,000,,0,,
2022-01-28T06:55:00,10,18,,,73,CLR:00,25.03,10,16,000,,0,,
2022-01-28T07:15:00,10,18,,,73,CLR:00,25.03,10,16,190,,3,,
2022-01-28T07:35:00,10,19,,,68,CLR:00,25.03,10,16,250,,7,,
2022-01-28T07:55:00,9,25,,,50,CLR:00,25.03,10,20,210,,7,,
2022-01-28T08:15:00,7,28,,,40,CLR:00,25.02,10,22,220,,7,,
2022-01-28T08:35:00,9,32,,,37,CLR:00,25.03,10,24,200,,3,,
2022-01-28T08:55:00,5,36,,,27,CLR:00,25.03,10,26,230,,5,,
2022-01-28T09:15:00,9,37,,,30,CLR:00,25.03,10,27,000,,0,,
2022-01-28T09:35:00,12,36,,,38,CLR:00,25.03,10,28,000,,0,,
2022-01-28T09:55:00,12,34,,,41,CLR:00,25.03,10,26,000,,0,,
2022-01-28T10:15:00,12,41,,,31,CLR:00,25.03,10,31,000,,0,,
2022-01-28T10:35:00,12,41,,,31,CLR:00,25.03,10,31,000,,0,,
2022-01-28T10:55:00,10,43,,,26,CLR:00,25.03,10,31,060,,3,,
2022-01-28T11:15:00,12,46,,,25,CLR:00,25.02,10,33,130,,5,,
2022-01-28T11:35:00,12,45,,,27,CLR:00,25.01,10,33,140,,7,,
2022-01-28T11:55:00,12,46,,,25,CLR:00,25.01,10,33,150,,8,,
2022-01-28T12:15:00,12,46,,,25,CLR:00,24.99,10,33,140,,6,,
2022-01-28T12:35:00,9,46,,,21,CLR:00,24.99,10,33,150,,7,,
2022-01-28T12:55:00,10,46,,,23,CLR:00,24.98,10,33,140,,7,,
2022-01-28T13:15:00,14,46,,,27,CLR:00,24.97,10,34,140,,7,,
2022-01-28T13:35:00,16,46,,,29,CLR:00,24.96,10,34,130,,7,,
2022-01-28T13:55:00,14,46,,,27,CLR:00,24.96,10,34,140,,5,,
2022-01-28T14:15:00,14,48,,,25,CLR:00,24.96,10,35,130,,6,,
2022-01-28T14:35:00,12,48,,,23,CLR:00,24.95,10,34,140,,8,,
2022-01-28T14:55:00,14,48,,,25,CLR:00,24.95,10,35,150,,5,,
2022-01-28T15:15:00,14,48,,,25,CLR:00,24.94,10,35,000,,0,,
2022-01-28T15:35:00,14,48,,,25,CLR:00,24.93,10,35,000,,0,,
2022-01-28T15:55:00,14,46,,,27,CLR:00,24.94,10,34,000,,0,,
2022-01-28T16:15:00,16,45,,,31,CLR:00,24.93,10,34,310,,3,,
2022-01-28T16:35:00,14,45,,,29,CLR:00,24.93,10,33,310,,3,,
2022-01-28T16:55:00,14,43,,,31,CLR:00,24.93,10,32,000,,0,,
2022-01-28T17:15:00,14,41,,,33,CLR:00,24.92,10,31,000,,0,,
2022-01-28T17:35:00,12,41,,,31,CLR:00,24.92,10,30,000,,0,,
2022-01-28T17:55:00,5,41,,,22,CLR:00,24.92,10,29,250,,6,,
2022-01-28T18:15:00,7,39,,,26,CLR:00,24.92,10,28,270,,7,,
2022-01-28T18:35:00,9,37,,,30,CLR:00,24.92,10,27,260,,7,,
2022-01-28T18:55:00,3,41,,,20,CLR:00,24.91,10,29,240,,7,,
2022-01-28T19:15:00,3,43,,,19,CLR:00,24.91,10,30,240,,8,,
2022-01-28T19:35:00,3,43,,,19,CLR:00,24.91,10,30,240,,7,,
2022-01-28T19:55:00,3,41,,,20,CLR:00,24.91,10,29,210,,6,,
2022-01-28T20:15:00,3,41,,,20,CLR:00,24.91,10,29,250,,7,,
2022-01-28T20:35:00,1,41,,,19,CLR:00,24.9,10,28,230,,6,,
2022-01-28T20:55:00,3,43,,,19,CLR:00,24.9,10,30,240,,7,,
2022-01-28T21:15:00,3,39,,,22,CLR:00,24.9,10,27,290,,3,,
2022-01-28T21:35:00,5,32,,,32,CLR:00,24.9,10,24,240,,7,,
2022-01-28T21:55:00,1,43,,,17,CLR:00,24.9,10,29,230,,8,,
2022-01-28T22:15:00,3,41,,,20,CLR:00,24.89,10,29,240,,7,,
2022-01-28T22:35:00,1,43,,,17,CLR:00,24.89,10,29,240,,6,,
2022-01-28T22:55:00,1,43,,,17,CLR:00,24.89,10,29,240,,7,,
2022-01-28T23:15:00,0,43,,,16,CLR:00,24.88,10,29,230,,6,,
2022-01-28T23:35:00,3,41,,,20,CLR:00,24.87,10,29,000,,0,,
2022-01-28T23:55:00,5,34,,,29,CLR:00,24.88,10,25,340,,5,,
2022-01-28T23:59:00,NaN,NaN,,,NaN,,,,NaN,,,NaN,0713,1715
2022-01-29T00:15:00,5,30,,,34,CLR:00,24.88,10,22,000,,0,,
2022-01-29T00:35:00,7,28,,,40,CLR:00,24.89,10,21,000,,0,,
2022-01-29T00:55:00,5,32,,,32,CLR:00,24.88,10,24,000,,0,,
2022-01-29T01:15:00,1,39,,,20,CLR:00,24.87,10,27,240,,8,,
2022-01-29T01:35:00,1,41,,,19,CLR:00,24.87,10,28,240,,8,,
2022-01-29T01:55:00,0,43,,,16,CLR:00,24.87,10,29,240,,6,,
2022-01-29T02:15:00,0,43,,,16,CLR:00,24.86,10,29,230,16,13,,
2022-01-29T02:35:00,0,45,,,15,CLR:00,24.86,10,30,220,,11,,
2022-01-29T02:55:00,0,45,,,15,CLR:00,24.85,10,30,220,,13,,
2022-01-29T03:15:00,0,45,,,15,CLR:00,24.85,10,30,230,21,13,,
2022-01-29T03:35:00,0,45,,,15,CLR:00,24.84,10,30,230,,11,,
2022-01-29T03:55:00,0,45,,,15,CLR:00,24.83,10,30,220,,11,,
2022-01-29T04:15:00,0,45,,,15,CLR:00,24.83,10,30,240,,10,,
2022-01-29T04:35:00,0,46,,,14,CLR:00,24.83,10,31,240,16,9,,
2022-01-29T04:55:00,0,43,,,16,CLR:00,24.84,10,29,360,,3,,
2022-01-29T05:15:00,0,36,,,21,CLR:00,24.84,10,25,000,,0,,
2022-01-29T05:35:00,-2,39,,,17,CLR:00,24.84,10,27,040,,3,,
2022-01-29T05:55:00,0,36,,,21,CLR:00,24.85,10,25,000,,0,,
2022-01-29T06:15:00,-2,37,,,18,CLR:00,24.84,10,25,270,,3,,
2022-01-29T06:35:00,0,34,,,23,CLR:00,24.85,10,24,360,,3,,
2022-01-29T06:55:00,1,30,,,29,CLR:00,24.85,10,22,360,,6,,
2022-01-29T07:15:00,3,30,,,31,CLR:00,24.86,10,22,020,,5,,
2022-01-29T07:35:00,3,30,,,31,CLR:00,24.86,10,22,000,,0,,
2022-01-29T07:55:00,3,32,,,29,CLR:00,24.86,10,23,000,,0,,
2022-01-29T08:15:00,3,34,,,27,CLR:00,24.86,10,24,000,,0,,
2022-01-29T08:35:00,5,34,,,29,CLR:00,24.86,10,25,000,,0,,
2022-01-29T08:55:00,5,36,,,27,CLR:00,24.86,10,26,200,,3,,
2022-01-29T09:15:00,3,39,,,22,CLR:00,24.86,10,27,000,,0,,
2022-01-29T09:35:00,5,43,,,21,CLR:00,24.85,10,30,000,,0,,
2022-01-29T09:55:00,1,43,,,17,CLR:00,24.86,10,29,000,,0,,
2022-01-29T10:15:00,5,45,,,19,CLR:00,24.86,10,31,000,,0,,
2022-01-29T10:35:00,3,45,,,18,CLR:00,24.86,10,31,000,,0,,
2022-01-29T10:55:00,3,45,,,18,CLR:00,24.85,10,31,000,,0,,
2022-01-29T11:15:00,5,46,,,18,CLR:00,24.85,10,32,000,,0,,
2022-01-29T11:35:00,5,45,,,19,CLR:00,24.84,10,31,360,,5,,
2022-01-29T11:55:00,3,46,,,17,CLR:00,24.83,10,31,000,,0,,
2022-01-29T12:15:00,5,46,,,18,CLR:00,24.81,10,32,000,,0,,
2022-01-29T12:35:00,7,50,,,17,CLR:00,24.8,10,34,000,,0,,
2022-01-29T12:55:00,9,50,,,19,CLR:00,24.79,10,35,000,,0,,
2022-01-29T13:15:00,9,50,,,19,CLR:00,24.79,10,35,360,,5,,
2022-01-29T13:35:00,9,48,,,20,CLR:00,24.78,10,34,360,,3,,
2022-01-29T13:55:00,9,48,,,20,CLR:00,24.78,10,34,350,,5,,
2022-01-29T14:15:00,10,48,,,21,CLR:00,24.77,10,34,010,,5,,
2022-01-29T14:35:00,12,48,,,23,CLR:00,24.77,10,34,360,,5,,
2022-01-29T14:55:00,12,48,,,23,CLR:00,24.77,10,34,350,,5,,
2022-01-29T15:15:00,18,46,,,32,CLR:00,24.78,10,35,000,,0,,
2022-01-29T15:35:00,18,45,,,34,CLR:00,24.78,10,34,110,,3,,
2022-01-29T15:55:00,18,43,,,36,CLR:00,24.79,10,33,000,,0,,
2022-01-29T16:15:00,18,41,,,39,CLR:00,24.79,10,32,000,,0,,
2022-01-29T16:35:00,18,41,,,39,CLR:00,24.79,10,32,350,,3,,
2022-01-29T16:55:00,18,39,,,42,CLR:00,24.79,10,31,000,,0,,
2022-01-29T17:15:00,16,39,,,39,CLR:00,24.8,10,30,000,,0,,
2022-01-29T17:35:00,16,37,,,41,CLR:00,24.8,10,29,000,,0,,
2022-01-29T17:55:00,18,36,,,48,CLR:00,24.8,10,29,270,,5,,
2022-01-29T18:15:00,18,37,,,45,CLR:00,24.8,10,30,250,,5,,
2022-01-29T18:35:00,19,36,,,52,CLR:00,24.79,10,30,240,,3,,
2022-01-29T18:55:00,19,34,,,56,CLR:00,24.79,10,28,160,,5,,
2022-01-29T19:15:00,19,32,,,60,CLR:00,24.79,10,27,000,,0,,
2022-01-29T19:35:00,19,32,,,60,CLR:00,24.79,10,27,200,,3,,
2022-01-29T19:55:00,18,32,,,55,CLR:00,24.79,10,27,000,,0,,
2022-01-29T20:15:00,18,32,,,55,CLR:00,24.79,10,27,280,,3,,
2022-01-29T20:35:00,16,30,,,55,CLR:00,24.79,10,25,000,,0,,
2022-01-29T20:55:00,16,30,,,55,CLR:00,24.79,10,25,000,,0,,
2022-01-29T21:15:00,14,30,,,51,CLR:00,24.79,10,24,220,,3,,
2022-01-29T21:35:00,12,34,,,41,CLR:00,24.79,10,26,220,,3,,
2022-01-29T21:55:00,12,32,,,44,CLR:00,24.79,10,25,230,,5,,
2022-01-29T22:15:00,12,30,,,47,CLR:00,24.78,10,24,250,,5,,
2022-01-29T22:35:00,12,30,,,47,CLR:00,24.78,10,24,000,,0,,
2022-01-29T22:55:00,12,28,,,51,CLR:00,24.79,10,23,000,,0,,
2022-01-29T23:15:00,12,28,,,51,CLR:00,24.79,10,23,280,,5,,
2022-01-29T23:35:00,7,32,,,34,CLR:00,24.79,10,24,290,,3,,
2022-01-29T23:55:00,7,28,,,40,CLR:00,24.79,10,21,000,,0,,
2022-01-29T23:59:00,NaN,NaN,,,NaN,,,,NaN,,,NaN,0712,1716
2022-01-30T00:15:00,9,28,,,43,CLR:00,24.81,10,22,020,,7,,
2022-01-30T00:35:00,10,27,,,50,CLR:00,24.81,10,22,000,,0,,
2022-01-30T00:55:00,10,25,,,54,CLR:00,24.81,10,20,180,,3,,
2022-01-30T01:15:00,12,27,,,54,CLR:00,24.81,10,22,170,,3,,
2022-01-30T01:35:00,12,27,,,54,CLR:00,24.8,10,22,180,,5,,
2022-01-30T01:55:00,10,28,,,47,CLR:00,24.8,10,22,190,,6,,
2022-01-30T02:15:00,10,27,,,50,CLR:00,24.79,10,22,200,,6,,
2022-01-30T02:35:00,10,28,,,47,CLR:00,24.79,10,22,180,,6,,
2022-01-30T02:55:00,9,30,,,40,CLR:00,24.78,10,23,220,,7,,
2022-01-30T03:15:00,9,28,,,43,CLR:00,24.77,10,22,000,,0,,
2022-01-30T03:35:00,10,27,,,50,CLR:00,24.77,10,22,210,,5,,
2022-01-30T03:55:00,9,28,,,43,CLR:00,24.75,10,22,220,,5,,
2022-01-30T04:15:00,9,28,,,43,CLR:00,24.75,10,22,220,,6,,
2022-01-30T04:35:00,5,28,,,37,CLR:00,24.74,10,21,200,,6,,
2022-01-30T04:55:00,9,27,,,46,CLR:00,24.74,10,21,220,,3,,
2022-01-30T05:15:00,3,28,,,34,CLR:00,24.73,10,21,260,,6,,
2022-01-30T05:35:00,3,30,,,31,CLR:00,24.74,10,22,000,,0,,
2022-01-30T05:55:00,5,21,,,49,CLR:00,24.74,10,16,030,,3,,
2022-01-30T06:15:00,5,23,,,46,CLR:00,24.75,10,18,000,,0,,
2022-01-30T06:35:00,5,27,,,39,CLR:00,24.75,10,20,000,,0,,
2022-01-30T06:55:00,3,28,,,34,CLR:00,24.74,10,21,220,,5,,
2022-01-30T07:15:00,5,27,,,39,CLR:00,24.75,10,20,230,,5,,
2022-01-30T07:35:00,5,28,,,37,CLR:00,24.75,10,21,230,,5,,
2022-01-30T07:55:00,5,28,,,37,CLR:00,24.75,10,21,190,,3,,
2022-01-30T08:15:00,10,28,,,47,CLR:00,24.75,10,22,000,,0,,
2022-01-30T08:35:00,9,32,,,37,CLR:00,24.75,10,24,190,,3,,
2022-01-30T08:55:00,7,34,,,32,CLR:00,24.75,10,25,230,,3,,
2022-01-30T09:15:00,5,36,,,27,CLR:00,24.74,10,26,000,,0,,
2022-01-30T09:35:00,7,37,,,28,CLR:00,24.74,10,27,000,,0,,
2022-01-30T09:55:00,5,41,,,22,CLR:00,24.73,10,29,000,,0,,
2022-01-30T10:15:00,1,41,,,19,CLR:00,24.73,10,28,000,,0,,
2022-01-30T10:35:00,3,43,,,19,CLR:00,24.72,10,30,000,,0,,
2022-01-30T10:55:00,3,45,,,18,CLR:00,24.72,10,31,000,,0,,
2022-01-30T11:15:00,7,45,,,21,CLR:00,24.7,10,32,000,,0,,
2022-01-30T11:35:00,9,46,,,21,CLR:00,24.69,10,33,020,,5,,
2022-01-30T11:55:00,10,46,,,23,CLR:00,24.68,10,33,020,,7,,
2022-01-30T12:15:00,10,46,,,23,CLR:00,24.68,10,33,030,,5,,
2022-01-30T12:35:00,18,46,,,32,CLR:00,24.68,10,35,100,,5,,
2022-01-30T12:55:00,10,45,,,25,CLR:00,24.68,10,32,020,,5,,
2022-01-30T13:15:00,10,45,,,25,CLR:00,24.68,10,32,000,,0,,
2022-01-30T13:35:00,7,45,,,21,CLR:00,24.67,10,32,000,,0,,
2022-01-30T13:55:00,12,45,,,27,CLR:00,24.67,10,33,000,,0,,
2022-01-30T14:15:00,10,46,,,23,CLR:00,24.66,10,33,000,,0,,
2022-01-30T14:35:00,9,46,,,21,CLR:00,24.66,10,33,000,,0,,
2022-01-30T14:55:00,5,46,,,18,CLR:00,24.66,10,32,000,,0,,
2022-01-30T15:15:00,7,50,,,17,CLR:00,24.66,10,34,000,,0,,
2022-01-30T15:35:00,12,48,,,23,CLR:00,24.66,10,34,000,,0,,
2022-01-30T15:55:00,10,48,,,21,CLR:00,24.66,10,34,060,,5,,
2022-01-30T16:15:00,12,46,,,25,,,10,NaN,000,,0,,
2022-01-30T16:35:00,10,45,,,25,,,10,NaN,040,,3,,
2022-01-30T16:55:00,14,43,,,31,,,10,NaN,000,,0,,
2022-01-30T17:15:00,12,41,,,31,CLR:00,24.67,10,30,000,,0,,
2022-01-30T17:35:00,14,41,,,33,CLR:00,24.66,10,31,250,,6,,
2022-01-30T17:55:00,14,37,,,38,CLR:00,24.67,10,29,000,,0,,
2022-01-30T18:15:00,14,37,,,38,CLR:00,24.67,10,29,000,,0,,
2022-01-30T18:35:00,14,37,,,38,CLR:00,24.68,10,29,290,,3,,
2022-01-30T18:55:00,14,36,,,41,CLR:00,24.68,10,28,000,,0,,
2022-01-30T19:15:00,14,34,,,44,CLR:00,24.68,10,27,240,,5,,
2022-01-30T19:35:00,14,34,,,44,CLR:00,24.68,10,27,230,,6,,
2022-01-30T19:55:00,16,32,,,51,CLR:00,24.68,10,26,000,,0,,
2022-01-30T20:15:00,18,32,,,55,CLR:00,24.68,10,27,000,,0,,
2022-01-30T20:35:00,18,32,,,55,CLR:00,24.68,10,27,200,,3,,
2022-01-30T20:55:00,14,32,,,47,CLR:00,24.67,10,26,220,,3,,
2022-01-30T21:15:00,14,32,,,47,CLR:00,24.67,10,26,000,,0,,
2022-01-30T21:35:00,16,30,,,55,CLR:00,24.67,10,25,000,,0,,
2022-01-30T21:55:00,16,28,,,59,CLR:00,24.68,10,24,000,,0,,
2022-01-30T22:15:00,14,30,,,51,CLR:00,24.67,10,24,240,,3,,
2022-01-30T22:35:00,10,32,,,40,CLR:00,24.67,10,25,270,,3,,
2022-01-30T22:55:00,9,32,,,37,CLR:00,24.66,10,24,000,,0,,
2022-01-30T23:15:00,9,32,,,37,CLR:00,24.65,10,24,250,,3,,
2022-01-30T23:35:00,7,32,,,34,CLR:00,24.64,10,24,240,,6,,
2022-01-30T23:55:00,9,30,,,40,CLR:00,24.64,10,23,000,,0,,
2022-01-30T23:59:00,NaN,NaN,,,NaN,,,,NaN,,,NaN,0712,1718
2022-01-31T00:15:00,10,27,,,50,CLR:00,24.63,10,22,000,,0,,
2022-01-31T00:35:00,10,27,,,50,CLR:00,24.63,10,22,270,,3,,
2022-01-31T00:55:00,3,32,,,29,CLR:00,24.61,10,23,000,,0,,
2022-01-31T01:15:00,7,30,,,37,CLR:00,24.6,10,23,000,,0,,
2022-01-31T01:35:00,5,30,,,34,CLR:00,24.6,10,22,000,,0,,
2022-01-31T01:56:00,7,30,,,37,CLR:00,24.6,10,23,260,,5,,
2022-01-31T02:15:00,3,30,,,31,CLR:00,24.59,10,22,000,,0,,
2022-01-31T02:35:00,5,30,,,34,CLR:00,24.59,10,22,000,,0,,
2022-01-31T02:55:00,3,28,,,34,CLR:00,24.58,10,21,000,,0,,
2022-01-31T03:15:00,5,30,,,34,CLR:00,24.58,10,22,000,,0,,
2022-01-31T03:35:00,5,28,,,37,CLR:00,24.57,10,21,180,,3,,
2022-01-31T03:55:00,5,27,,,39,CLR:00,24.57,10,20,220,,6,,
2022-01-31T04:15:00,3,28,,,34,CLR:00,24.57,10,21,000,,0,,
2022-01-31T04:35:00,7,23,,,50,CLR:00,24.56,10,18,000,,0,,
2022-01-31T04:55:00,5,27,,,39,CLR:00,24.56,10,20,200,,5,,
2022-01-31T05:15:00,9,27,,,46,CLR:00,24.56,10,21,000,,0,,
2022-01-31T05:35:00,9,28,,,43,CLR:00,24.55,10,22,140,,5,,
2022-01-31T05:55:00,9,27,,,46,CLR:00,24.52,10,21,110,,3,,
2022-01-31T06:15:00,9,28,,,43,CLR:00,24.52,10,22,290,,5,,
2022-01-31T06:35:00,9,28,,,43,CLR:00,24.52,10,22,000,,0,,
2022-01-31T06:55:00,9,28,,,43,CLR:00,24.52,10,22,350,,3,,
2022-01-31T07:15:00,10,28,,,47,CLR:00,24.52,10,22,310,,5,,
2022-01-31T07:35:00,9,32,,,37,CLR:00,24.52,10,24,VRB,,8,,
2022-01-31T07:55:00,1,39,,,20,CLR:00,24.51,10,27,150,,6,,
2022-01-31T08:15:00,0,45,,,15,CLR:00,24.52,10,30,180,,3,,
2022-01-31T08:35:00,3,45,,,18,CLR:00,24.52,10,31,330,,3,,
2022-01-31T08:55:00,0,45,,,15,CLR:00,24.52,10,30,000,,0,,
2022-01-31T09:15:00,1,46,,,15,CLR:00,24.52,10,31,000,,0,,
2022-01-31T09:35:00,1,45,,,16,CLR:00,24.5,10,30,060,,11,,
2022-01-31T09:55:00,3,46,,,17,CLR:00,24.5,10,31,130,,3,,
2022-01-31T10:15:00,1,50,,,13,CLR:00,24.49,10,33,190,,5,,
2022-01-31T10:35:00,3,52,,,13,CLR:00,24.47,10,35,050,,5,,
2022-01-31T10:55:00,5,54,,,14,CLR:00,24.45,10,36,030,,6,,
2022-01-31T11:15:00,3,55,,,12,CLR:00,24.43,10,36,000,,0,,
2022-01-31T11:35:00,1,57,,,10,CLR:00,24.41,10,37,070,17,5,,
2022-01-31T11:55:00,5,55,,,13,CLR:00,24.39,10,36,030,,7,,
2022-01-31T12:15:00,5,57,,,12,CLR:00,24.38,10,37,000,,0,,
2022-01-31T12:35:00,5,61,,,11,CLR:00,24.37,10,39,VRB,20,10,,
2022-01-31T12:55:00,9,61,,,12,CLR:00,24.37,10,40,VRB,,10,,
2022-01-31T13:15:00,9,61,,,12,CLR:00,24.34,10,40,VRB,21,8,,
2022-01-31T13:35:00,10,61,,,13,CLR:00,24.33,10,40,010,,8,,
2022-01-31T13:55:00,10,61,,,13,CLR:00,24.34,10,40,290,,7,,
2022-01-31T14:15:00,9,59,,,13,CLR:00,24.33,10,39,280,24,9,,
2022-01-31T14:35:00,10,57,,,15,CLR:00,24.34,10,38,VRB,28,14,,
2022-01-31T14:55:00,10,55,,,16,CLR:00,24.36,10,37,350,18,6,,
2022-01-31T15:15:00,10,55,,,16,CLR:00,24.36,10,37,270,,3,,
2022-01-31T15:35:00,10,57,,,15,CLR:00,24.37,10,38,070,,5,,
2022-01-31T15:55:00,10,55,,,16,CLR:00,24.38,10,37,030,,11,,
2022-01-31T16:15:00,5,55,,,13,,,10,NaN,230,,10,,
2022-01-31T16:35:00,5,55,,,13,,,10,NaN,000,,0,,
2022-01-31T16:55:00,9,54,,,16,,,10,NaN,110,17,6,,
2022-01-31T17:15:00,5,52,,,15,CLR:00,24.37,10,35,VRB,20,7,,
2022-01-31T17:35:00,3,54,,,13,CLR:00,24.37,10,36,030,17,5,,
2022-01-31T17:55:00,10,46,,,23,CLR:00,24.38,10,33,050,,7,,
2022-01-31T18:15:00,12,45,,,27,CLR:00,24.39,10,33,070,20,11,,
2022-01-31T18:35:00,12,45,,,27,CLR:00,24.4,10,33,040,,11,,
2022-01-31T18:55:00,10,45,,,25,CLR:00,24.41,10,32,060,,5,,
2022-01-31T19:15:00,14,41,,,33,CLR:00,24.43,10,31,120,,3,,
2022-01-31T19:35:00,14,41,,,33,CLR:00,24.44,10,31,190,,6,,
2022-01-31T19:55:00,12,41,,,31,CLR:00,24.45,10,30,230,,5,,
2022-01-31T20:15:00,12,43,,,29,CLR:00,24.45,10,32,010,,5,,
2022-01-31T20:35:00,12,39,,,33,CLR:00,24.46,10,29,100,,3,,
2022-01-31T20:55:00,12,37,,,35,CLR:00,24.49,10,28,000,,0,,
2022-01-31T21:15:00,14,36,,,41,CLR:00,24.48,10,28,050,,5,,
2022-01-31T21:35:00,18,34,,,51,CLR:00,24.49,10,28,330,,7,,
2022-01-31T21:55:00,18,34,,,51,CLR:00,24.49,10,28,330,,6,,
2022-01-31T22:15:00,18,32,,,55,CLR:00,24.5,10,27,000,,0,,
2022-01-31T22:35:00,16,34,,,48,CLR:00,24.49,10,27,000,,0,,
2022-01-31T22:55:00,12,37,,,35,CLR:00,24.5,10,28,VRB,18,10,,
2022-01-31T23:15:00,14,37,,,38,CLR:00,24.5,10,29,160,,8,,
2022-01-31T23:35:00,14,37,,,38,CLR:00,24.5,10,29,170,24,11,,
2022-01-31T23:55:00,14,37,,,38,CLR:00,24.51,10,29,VRB,25,11,,
2022-01-31T23:59:00,NaN,NaN,,,NaN,,,,NaN,,,NaN,0711,1719
2022-02-01T00:15:00,14,37,,,38,CLR:00,24.5,10,29,060,20,11,,
2022-02-01T00:35:00,18,36,,,48,CLR:00,24.52,10,29,060,17,10,,
2022-02-01T00:55:00,18,36,,,48,CLR:00,24.52,10,29,080,20,8,,
2022-02-01T01:15:00,18,36,,,48,CLR:00,24.52,10,29,110,,7,,
2022-02-01T01:35:00,18,34,,,51,CLR:00,24.52,10,28,100,17,6,,
2022-02-01T01:55:00,18,34,,,51,CLR:00,24.54,10,28,120,,6,,
2022-02-01T02:15:00,18,34,,,51,CLR:00,24.54,10,28,130,17,10,,
2022-02-01T02:35:00,18,34,,,51,CLR:00,24.55,10,28,150,23,16,,
2022-02-01T02:55:00,18,32,,,55,CLR:00,24.55,10,27,140,23,14,,
2022-02-01T03:15:00,18,32,,,55,CLR:00,24.57,10,27,140,21,13,,
2022-02-01T03:35:00,14,32,,,47,CLR:00,24.58,10,26,130,22,15,,
2022-02-01T03:55:00,12,32,,,44,CLR:00,24.6,10,25,130,23,11,,
2022-02-01T04:15:00,10,32,,,40,CLR:00,24.62,10,25,120,18,9,,
2022-02-01T04:35:00,7,30,,,37,CLR:00,24.63,10,23,110,18,9,,
2022-02-01T04:55:00,9,30,,,40,CLR:00,24.63,10,23,120,18,9,,
2022-02-01T05:15:00,9,30,,,40,CLR:00,24.64,10,23,120,17,6,,
2022-02-01T05:35:00,9,28,,,43,CLR:00,24.64,10,22,120,,7,,
2022-02-01T05:55:00,10,28,,,47,CLR:00,24.65,10,22,140,,5,,
2022-02-01T06:15:00,10,28,,,47,BKN:07 120,24.65,10,22,210,,3,,
2022-02-01T06:35:00,10,28,,,47,BKN:07 120,24.65,10,22,200,,3,,
2022-02-01T06:55:00,10,28,,,47,SCT:04 120,24.65,10,22,000,,0,,
